Unnamed: 0,content,L,G,B,T,O,NR
889,legalmenteperra dashoboy osea do maricones mejor hm,0,1,0,0,0,0
890,sergiotbh homosexuales amigo mientras queden ahí actividades `` peculiares '' quieran casar peor aun adoptar niños inocentes seguiré apoyando,0,1,0,0,0,0
891,jajjaajaja che joto,0,1,0,0,0,0
892,ser maniaco depresivo tarea fácil piensa trata solo andar chillando películas perritos perdidos verdad va ma allá ser gordo marica,0,1,0,0,0,0
893,alv wey maricon volviendo :man_facepalming::man_facepalming:,0,1,0,0,0,0
894,weritaaraiza veo pantalones atigresados jotos jajajaja,0,1,0,0,0,0
895,acá ando joto diga `` traes tequila '',0,1,0,0,0,0
896,jesuslopcorcsl elcarlosrdz falta quieras gilbertona wey inche maricon jajajajajaja url,0,1,0,0,0,0
897,intensamente creed demás hueva pretencioso gay odio puta chica danesa,0,1,0,1,0,0
898,`` dan asco lesbianas xd '' marijopolanco,1,0,0,0,0,0
899,goliveros pena goliveros verdad pena cumplir estereotipo hombre homosexual elegebetero ideologizado unicornio transgenerizado quedabien pide perdón ser hombre empatizas dice canción `` monedita oro '',0,1,0,1,0,0
900,dr_sombrerudo yoshertramos jajajajajaja nombre travesti yoshert tampoco cuenta,0,0,0,1,0,0
901,hectorghs bullyingfutbol pinch jotos,0,1,0,0,0,0
902,rt angelgcm malo joto jjajajajajajaja :face_with_tears_of_joy::OK_hand: url lt triste fuerte ver chiquito hablar así,0,1,0,0,0,0
903,tusico siempre sabido siempre burlaban renata antro aventó cheve josé quemaron redes naca salvaje solo defendió bullying joto hacía,0,1,0,0,0,0
904,rockeros pinch bts bien puros rockeros tambien calmateeee cabron freddy mercury url putisima majestad,0,1,0,0,0,0
905,putos todoooos,0,1,0,0,0,0
906,joto siempre queda viendo :man_facepalming_light_skin_tone:,0,1,0,0,0,0
907,hoy gana monterrey liverpool buena vibra mayates monterrey nuevo leon mexico url,0,1,0,0,0,0
908,maricas echan mix michelada cervezas bueno comprando pura cerveza culera ser normal,0,1,0,0,0,0
909,bullyingfutbol listo entonces envio maricon,0,1,0,0,0,0
910,angel_smhoax danylacaja si putito,0,1,0,0,0,0
911,toño joto,0,1,0,0,0,0
912,`` dejen tuitear partido empezó gaim of trons '' pendejo mariquita,0,1,0,0,0,0
913,maricas url,0,1,0,0,0,0
914,sussizambar joto :unamused_face:,0,1,0,0,0,0
915,almadeliamc luego grupo gente bisexual criaron enseñando negar parte sexualidad saben ahí pasan preguntando `` si enseñé gusten hombre .. chingados homosexual puede hacer mismo '',0,1,1,0,0,0
916,estiosbuenos hoiasoygermam corriente homosexual closet siquiera reconócelo nadie importa,0,1,0,0,0,0
917,abcnoticiasmx amigo gay mismos reprueban andar besándose enfrente gente dicen si piden respeto deben dar respeto veo quejandose,0,1,0,0,0,0
918,quise ligar chava ayer pelo pregunte si lesbiana dio cachetada laculpaesdegaby gabyplatas,1,0,0,0,0,0
919,amairaniortega bebés bendición derecho vivir cierra piernas lesbiana solo profanas odio dios va ir infierno satanas pastor culpa angelito calentura gustado abortaran maldita estupida sologenerasodio muerete,1,0,0,0,0,0
920,juanjosec gustavomoralesl homosexuales pueden tener hijos caso comen crudos,0,1,0,0,0,0
921,marica,0,1,0,0,0,0
922,puñales viéndose fijamente url,0,1,0,0,0,0
923,neologismos maricomio psiquiátrico locas maricas gay apapuchar acción consentir pubis sopervisor supervisor torpe lacornetafm jrsestaca evidegaray nuevoneologismodehoy,0,1,0,0,1,0
924,pinch jotos quieren hacer gay dejen forzarla sigan miserables vidas url,0,1,0,0,0,0
925,soyreferee ¿sóbense millones incluidos cientos mile niños solo batean americanistas jotos dicen ochoa,0,1,0,0,0,0
926,lorenzookie moguelmayra thinascua ssamtaoying sophie_sant alfredojalifer_ julioastillero orazioaguirre akirelincho ogts prianistas nunca iban url hicieron jugoso negocio trans sexenal url malo igual huachicol url url mile millones peso nunca rindieron url pocos url,0,0,0,1,1,0
927,puto ido bien xani estadio,0,1,0,0,0,0
928,siempre alguien dice pansexual imagino dona toda cachonda jajaja :doughnut::eggplant:,0,0,0,0,1,0
929,renasuspendido ponchogutz contesto jotito,0,1,0,0,0,0
930,fin primeros minutos expulsan chaco siempre maricones américa ma puto mayor paul aguilar raro ono,0,1,0,0,0,0
931,`` juegos hambre '' matrix putos milenials jotos :winking_face:,0,1,0,0,0,0
932,renuncia funcionario infonavit tras escándalo porsche regaló hijo parecer aguantó carrilla marica,0,1,0,0,0,0
933,maricon acuso pude hacerle frente peleas utiliza fine url,0,1,0,0,0,0
934,laaficion miseleccionmx ¡al menos vimos festejo gay,0,1,0,0,0,0
935,cagan gente preguntan '' ¿pica salsa '' échale joto si ponle mermelada taco pinche princeso,0,1,0,0,0,0
936,llamó “ muñequito ” ... pinche joto tías,0,1,0,0,0,0
937,sirve tener amigo gay si sirven consejos moda :face_with_rolling_eyes: betunatun_ badgayfriends,0,1,0,0,0,0
938,tenochhuerta versionextend merecen solo darle premio alguien ser `` gay moreno negro madre soltera alguna discapacidad '' :thinking_face:,0,1,0,0,1,0
939,cxaveze acalambra putito :man_shrugging_medium_skin_tone::man_shrugging_medium_skin_tone::man_shrugging_medium_skin_tone:,0,1,0,0,0,0
940,sigues siendo mismo marica siempre,0,1,0,0,0,0
941,hirjira seh súper entendieron mal hablaba ciencia particular url mujeres agarraron ophelio hombre misógino po chistoso interpretaron,0,0,0,0,1,0
942,tavaresmaxima chivas jotos ponga molotov puto chivas,0,1,0,0,0,0
943,entonces mariquita yolo,0,1,0,0,0,0
944,chumeltorres gay closet travesti viejo ridículo hablan boca,0,1,0,1,0,0
945,lado digo marica jajaja,0,1,0,0,0,0
946,únicos voy respetar decisión decir binario hermafroditas mundo menos día hoy visto ninguno confundido pidiendo reconozcan binario jaja,0,0,0,0,1,0
947,el_produ loculobo chivas apuesto jotos pagan,0,1,0,0,0,0
948,conocimiento pendejos pendejos facebook homosexuales inexistentes decirme putongo putonga ven despedaze madre hombre pendejo abstinencia animal genética guardó silencio molesto comentario ven trapa trapo,0,1,0,1,0,0
949,putito así url,0,1,0,0,0,0
950,retracto suena marica mal material inflames url,0,1,0,0,0,0
951,abusivos delincuentes portan mariquitas url,0,1,0,0,0,0
952,ijcasas grandísimo patan corriente maricon,0,1,0,0,0,0
953,maricas usando sueteres chamarras aprovechen frío calor sobra ..,0,1,0,0,0,0
954,jajajajajajaja marica mmmmmm url,0,1,0,0,0,0
955,a_yuls haha maricones jugaron xd,0,1,0,0,0,0
956,cirogomezl lopezobrador_ vean presidente electo millones ilusionados supuesto cambio cumple ofrece aunque trate casos vida muerte ahora después niño ahogado lopezobrador_ reacciona apoyarlo sino intentar ser impopular maricon,0,1,0,0,0,0
957,foto portada jajajajajj che transformer feo eww,0,0,0,1,0,0
958,alf_avila_ jrisco penileyramirez parte avila chingas puta madre gustas puton ojete,0,1,0,0,0,0
959,_michellesamano niño parece doña cincuentona lesbiana sur,1,0,0,0,0,0
960,puedes decir negro negro debido respeto caen toda madre homosexuales putos cómo llamamos negro hoy día putos putos chinguen madre,0,1,0,0,0,0
961,oye deja mandarme fotos dm maldito homosexual dije gay deja molestar :face_with_steam_from_nose: url,0,1,0,0,0,0
962,serchiracheta maricon,0,1,0,0,0,0
963,reporte_indigo pinche joto mejor mentado jajajaja,0,1,0,0,0,0
964,típico van jugar gotcha cubren chalecos kevlar homosexuales,0,1,0,0,0,0
965,va horas hijo —al table mamá —¡a haces pendeja ¡vas concierto justin bieber maricón,0,1,0,0,0,0
966,trompudo infeliz tromp mexicano tiene:angry_face: enfadado pues debemos pendejo racista ocicon pendejo idiota joto,0,1,0,0,0,0
967,mujeres parecen travestis :anguished_face::face_with_hand_over_mouth: sorrynotsorry,0,0,0,1,0,0
968,gloriatrevi emilycmtrevi perros ladren gloria gloria puntitos jotos,0,1,0,0,0,0
969,simonjccor pobrecito .. cayeron lentes mariquita,0,1,0,0,0,0
970,maquillas chingo dejar verte mujer fea entonces f travesti feo url,0,0,0,1,0,0
971,alerayado va empezar marica,0,1,0,0,0,0
972,neta hacer spoiler pa resultara súper gay :face_with_rolling_eyes:,0,1,0,0,0,0
973,jotos respétense tantito jodan url,0,1,0,0,0,0
974,fulanitoarteaga wey gusta recibir obvio afeminado sabes maricón,0,1,0,0,0,0
975,mr. puñetas mariquita calzones lordaudi agrede ciclista hace valiente policía url,0,1,0,0,0,0
976,vishavilla bien joto bro v,0,1,0,0,0,0
977,si castra wuevo maricas complejo paris hilton osea homosexuales,0,1,0,0,0,0
978,rápido .. ¿cuáles respuestas also `` pitonisa '' excelente nombr alburero mujer trans url,0,0,0,1,0,0
979,cartoncalderon garcimonero url dimos cierta url pues nivel trans cuarta,0,0,0,1,0,0
980,puro pinché chairos chairas huevonas pongan chingarle dejen mariquitas gente sirve chingarle trabajar estudiar bola bale madres gobierno chairo encabezado lópez :face_with_symbols_on_mouth::flexed_biceps:,0,1,0,0,0,0
981,vergas gay acaba hablar,0,1,0,0,0,0
982,verdad ricky mejor amigo hombre deberían tener quiero bueno twitter luego da putazo joto :heart_suit:,0,1,0,0,0,0
983,jwanpi sancadilla bocajrsoficial hace falta beber contigo hoy coincido neta maricas,0,1,0,0,0,0
984,jajaja ... espero aguantes rías epítetos lanzados mujeres simple hecho serlo toquen “ maricón ” “ mal cogido ” “ histérico ” “ menopáusico ” “ visceral ” “ ninguna verga acomoda ” “ pinche viejo ” “ estridente ” “ brujo ” url,0,1,0,0,0,0
985,moco tendido peli `` votos amor '' :loudly_crying_face: así marica :face_with_rolling_eyes:,0,1,0,0,0,0
986,nombres puñal leonardo emmanuel sergio omar saúl eric eduardo rodrigo jorge tuit gracias atención,0,1,0,0,0,0
987,anoche desmaquille hoy paresco travesti,0,0,0,1,0,0
988,si traes peinado gokú entonces lesbiana,1,0,0,0,0,0
989,turbo hiper duper recontra marica url,0,1,0,0,0,0
990,peligroso joto autoestima demasiado alto,0,1,0,0,0,0
991,orfeumm joto,0,1,0,0,0,0
992,soymaestramiel escriben vieja gacha indios pata rajadas lesbiana vieja loca come pollito muerta hambre youtube,1,0,0,0,0,0
993,si dan cuenta subiendo ego joto tapado verdad,0,1,0,0,0,0
994,barbaradurango amelia_waldorf desafortunadamente mayoría persona proyectamos trauma carencias alguien cool súmale gay complejo regina george :woman_shrugging_medium_skin_tone:,0,1,0,0,0,0
995,pinch lenchas descaradas besándose vía pública :enraged_face: pusieron cachondo :flushed_face:,1,0,0,0,0,0
996,tantos tatuajes taaaaan pobre marica dolor :confounded_face:,0,1,0,0,1,0
997,si bien jotos,0,1,0,0,0,0
998,johnnyvgarcia pezdelreal semana url debe andar pedo pinche tigre joto,0,1,0,0,0,0
999,marica,0,1,0,0,0,0
1000,bisoucaramel_ ponchogutz alv lópez ve afeminado foto v,0,1,0,0,0,0
1001,nunca usado pantalón tan homosexual,0,1,0,0,0,0
1002,ruben va quitar mentiroso quite homosexual n-u-n-c-a,0,1,0,0,0,0
1003,trapeada dieron mojarra lesbiana :face_with_tears_of_joy: url,1,0,0,0,0,0
1004,cesarhopa princeso jajaja marica,0,1,0,0,0,0
1005,ahhhhh homosexuales pregonando “ love ” mundo iguales locos peores,0,1,0,0,0,0
1006,alvaritomorales va bloquear creo comentarios tan maricones,0,1,0,0,0,0
1007,entonces chinguen madre malditalesbiana-s iba contestar putas locas quisieron,1,0,0,0,0,0
1008,ezetowers _anagantios_ literal peor do lados jotos tóxicas quesque masculinas mandan cara jotillas liosas peor cogen jajaja,0,1,0,0,0,0
1009,samuel_garcias vete carajo pinche mandibulín machorro joto,0,1,0,0,0,0
1010,nodal lesbiana intensa relación siono elnodal belindapop url,1,0,0,0,0,0
1011,estan maricas,0,1,0,0,0,0
1012,stealmygirl enamoro aún ma lt canción perfecta hermosa lt puto diga,0,1,0,0,0,0
1013,aveces cagan jotos nm,0,1,0,0,0,0
1014,siempre respeto papá americanista demás jotos,0,1,0,0,0,0
1015,promover ley propaganda homosexual condene difusión cualquier tipo promoción homosexualidad dirigida menores edad multas penas cárcel url,0,1,0,0,0,0
1016,pacodelmazo literal paquito cago harto jota,0,1,0,0,0,0
1017,harto gay :unamused_face:,0,1,0,0,0,0
1018,escorpiongolden pendejo máscara si contigo jotito,0,1,0,0,0,0
1019,caarloosgzz quibole puto eee peda fin sb tqm bye,0,1,0,0,0,0
1020,cada hombre gay restantes mayates últimos podría llamar hombre pasando mundo,0,1,0,0,0,0
1021,enfranjados_dc rayvalenciat supuestos audio agresión aficionado maricon pepillo hanan,0,1,0,0,0,0
1022,tv_jotas podía parar reclamarle jaja url,0,1,0,0,1,0
1023,porqué url maricones ... :angry_face::grimacing_face: url,0,1,0,0,0,0
1024,elfinisho puro tweet maricas avientas jajaja saludos wey,0,1,0,0,0,0
1025,maricos sienten orgullosos ser heteronormados desprecian afeminados misma calaña negro salen negro oscuros creen inferiores,0,1,0,0,0,0
1026,lvidegaray puto-maricón epn rgilzuarth ildefonsogv idiotas corruptos sedenamx pie url,0,1,0,0,0,0
1027,i_marilynmonroe pasa marimacha hizo joto,1,1,0,0,0,0
1028,veo madrid costumbre puerco maricón,0,1,0,0,0,0
1029,eyvindlips jajaja pronto superare puñal,0,1,0,0,0,0
1030,dddoubletrouble ¿cuando van subir vídeo par maricones :smiling_face_with_halo:,0,1,0,0,0,0
1031,gerard_zarate va querer ser loca amanerada,0,1,0,0,1,0
1032,¿cómo mujeres trans lesbianas ¿para hizo trans si va ser lesbiana lógica,1,0,0,1,0,0
1033,pereaoficial jajajaja url puto,0,1,0,0,0,0
1034,viendo vídeo encontraron edson sánchez comentarios aficionado comento falta mismísimo haret falto wilo maricon dice tronco malísimo :face_with_tears_of_joy::rolling_on_the_floor_laughing: diablostwitteros url,0,1,0,0,0,0
1035,`` almaculera hombre dicen `` sólo sexo '' verse tan maricas mujeres dicen `` amor '' verse tan putas '',0,1,0,0,0,0
1036,vladimirgarciag tamedamus fjg_td acá hecho twitter search “ rayado maricon ” años url,0,1,0,0,0,0
1037,rt danitafashion adultos deciden ser transgénero pues va. niños reflejo ¡no contaminen lt wat,0,0,0,1,0,0
1038,joto escribir fb cualidades saber cocinar ser fiel buena pareja subir foto volteando hacia lado,0,1,0,0,0,0
1039,ivnuevo osea marica,0,1,0,0,0,0
1040,jotitas corrientitas hablar cortar palabras `` obvi '' `` celu '' `` bendis '' decir locas palabras inglés conversacion españurl si aunamos tonito caguengue tipo colucci versión url peor,1,1,0,0,0,0
1041,jugadores clubleonfc re maricas hdspm,0,1,0,0,0,0
1042,niriams ahora resulta ke ser lesbiana orgullo :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: mamen ke lleven exorcismo,1,0,0,0,0,0
1043,edith_gdi jajaja sufras pasa punto prenda chicas encanta travestirse hombre llaman lesbianas,1,0,0,1,0,0
1044,ahora piensan lencha :worried_face::worried_face:,1,0,0,0,0,0
1045,—le aplicaremos prueba alcoholímetro ¿ha bebido hoy —una capuchino moca nestea frío —ok multa maricón,0,1,0,0,0,0
1046,machito nunca aceptado apuesta .. mecánica pagarla pone así inche marica,0,1,0,0,0,0
1047,tadavtu abrete maldito gay,0,1,0,0,0,0
1048,niurkamarcostv creo usted viene relación gay lésbica verdad extraterrestre confunda amor usted dice cogida hijos sagrados usted carácter social etico moral solo vana expresión queda show vez contigo _ponchodenigris,1,1,0,0,0,0
1049,quién fundillo sal closet puñal frustrado pasa contrario igual fin puedes ser feliz lamentable vida escribió heterosexual lamentable comentarios homofóbicos url,0,1,0,0,0,0
1050,chillo mariquita thewalkingdead twd url,0,1,0,0,0,0
1051,aliss_one si costumbre social vivimos aunque conocido chicas trans cargan tampones esconderse lol ridículas,0,0,0,1,0,0
1052,puto joto así méurl sé must maestro fdelcollado url vía mexicopuntocom,0,1,0,0,0,0
1053,alguien recuerda salió justin bieber sencillo `` baby '' pensamos `` bueno den oportunidad lesbiana '',1,0,0,0,0,0
1054,leftkist realanthonyusa si hombre agarro madrazos realanthonyusa así mejor madreo puras cachetadas puñal,0,1,0,0,0,0
1055,fnxfamilia gente ignorante considera inteligente amigo bueno marcha equivocada mujer gay url,0,1,0,0,0,0
1056,mrandrespuentes salio libre puto,0,1,0,0,0,0
1057,neymarjr jugar liga maricas,0,1,0,0,0,0
1058,final transmisión cazul-ame app td_deportes ponen carlosloret hablar mal lopezobrador_ televisa arrastrada hace coyon programa deportes quieren dejar dientes marica redamlo lodiceelsultándelnorte,0,1,0,0,0,0
1059,enojarse penn mujeres negras negras lesbianas,1,0,0,0,0,0
1060,homosexuales agarran puñaladas chiste cuenta sóurl url,0,1,0,0,0,0
1061,che marica url,0,1,0,0,0,0
1062,digo idea satanizar ningún modo ser mujer ningún modo correcto solo sorprende común vieja trans sexuada url,0,0,0,1,0,0
1063,elpulpomo evidegaray jrsestaca va regalar tradicional chorizouw hermano marica,0,1,0,0,0,0
1064,jotitas corrientitas cortar palabras verse `` nice '' plano wuebonas escribir url hueva hablan así `` celu '' '' pelis '' '' bendi '' url,0,1,0,0,1,0
1065,ando mariquita oyendo música romáurl saben ahora,0,1,0,0,0,0
1066,erik__ra uso desodorante artículos homosexuales huelo hombre,0,1,0,0,0,0
1067,bta_demian maricón bárbaro,0,1,0,0,0,0
1068,:fire:hoy vista tienda gravitymty :right_arrow:calle matamoros barrio antiguo monterrey guadalajara jalisco cdmx mexico saltillo jockstrap underwear swimwear gym gdl mty jal short bañadores bikini thong brief gay tshirts underwear ropa playeras url,0,0,0,0,1,0
1069,homosexual reprimido resentido vida url,0,1,0,0,0,0
1070,ahora sé odio url va américa mariquita :face_with_rolling_eyes:,0,1,0,0,0,0
