,content,L,G,B,T,O,NR
691,"@c4jimenez @hdemauleon @PGR_AIC @OpEsMx @alertasurbanas @JMRivaPalacio @anafvega @arnemx @vigilantehuaste @CarlosTorresF_ @5antaMerlina @Carloszup ¡Qué puto! Es como los rateritos que asaltan en el transporte público, mientras tienen un arma, y su víctima no, se sienten muy machos.",0,1,0,0,0,0
692,@AdriannaGarco que marica! Hahaha mejor riiifate en el final!,0,1,0,0,0,0
693,"@HebbWS Seh, la lista es SÚPER larga. Es solo que en entretenimiento te topas con gente gay en todas las esquinas que se escudan en closet",0,1,0,0,0,0
694,@davidolin65 @Cherry_Lune @DanielCoach3 @edufabila11 espero dejes de contestar con esa imagen de maricón y ya entrenes,0,1,0,0,0,0
695,Cuando los amigos jotos de tu novio te quieren matar con la mirada.,0,1,0,0,0,0
696,"""@JBDzul: @bbakiut @gerarddelrivero  oye pitayo no seras joto 😁""//si quieres te demuestro que no soy joto",0,1,0,0,0,0
697,@MarthaaZapata obesa y machorrita,1,0,0,0,0,0
698,¡¡Chingó a su madre nuestra puta moral!!,0,0,0,0,1,0
699,@soy_Vsantillan No chille jota,0,1,0,0,0,0
700,"A lado de mi en el bus a la zona hotelera de cancún viene sentada una lesbiana que realmente parece hombre, no por su aspecto sino por el desagradable olor de su sudor. Que perro asco. Tantita higiene.",1,0,0,0,0,0
701,"‎-Hijo, ¿de dónde vienes tan sudado? -Estaba jugando fútbol, papá. -¡¿CREES QUE SOY PENDEJO?! ¡ESTABAS EN TU CLASE DE ZUMBA, PINCHE MARICÓN!",0,1,0,0,0,0
702,"@estarc62 @SCJN queeee!No puede ser! no me sorprende, después de los homosexuales, siguen cosas peores.Al rato va ser legal los pederastas😱",0,1,0,0,0,0
703,"@jezzzini Déjame adivinar, seguro  gay, inseguro, te gustan las cosas de tendencia, te gusta llamar la atención y te crees famoso,
Me equivoco ?",0,1,0,0,0,0
704,@abraham_mel ni das nada maricon!!!,0,1,0,0,0,0
705,"@DrPetacas parece una drag queen; chula, pero drag al fin. Pobres de mis paisanos 😒",0,0,0,1,1,0
706,"@arr1910 Además era homosexual, pero eso ya no importa, con el hecho de que sea amlovers se le condona cualquier otro defecto.",0,1,0,0,0,0
707,“@SandyTok_tv: 1hra de GYM y 1 hra de crossfit juntas no es de dios cansadisima vdd inche @beyafaby eres mariquita jaja nenita”tu eres gay,0,1,0,0,0,0
708,"@ayElJuann Jajajajaja puto descarado, borracho y maña influencia 😂 (de nuevo porque lo escribí mal ggggg)",0,1,0,0,1,0
709,"Soltero maduro, joto seguro

-Mi tía Paz",0,1,0,0,0,0
710,@bta_Demian @Alejand21539915 Un hombre y un maricón.,0,1,0,0,0,0
711,@MaestroDoria Ese nombre suena a transexual jajaja,0,0,0,1,0,0
712,Que feo es ver a madres de gays en reforma :(,0,1,0,0,0,0
713,"@EPN   En Rusia va a ver Infiltración Homosexual mujer con mujer, violaran a las monjas, enseñando a los niños y jóvenes a tomar armas.",1,0,0,0,0,0
714,"Las de Kittie parecian lesbianas, no como las mystica girls, ellas son bien femeninas",1,0,0,0,0,0
715,"-¿Me da un 12 de Tecate light?
-¿No quiere unos tacones también, pinche marica?",0,1,0,0,0,0
716,Me regresa el acento colombiano! Maricas mal paridos,0,1,0,0,0,0
717,"No son los primeros que me lo dicen, pero no soy joto, me maman las vaginas!url, yo las mamo &lt;3

-el poeta antes conocido como Van.",0,1,0,0,0,0
718,@Maxi_HP @frankymostro no manches ese es un transformer,0,0,0,1,0,0
719,"Lia Thomas, matriculada en la Universidad de Pensylvania, ha dominado la natación femenil universitaria de Estados Unidos, lo cual no hacía cuando hasta hace unos años competía como hombre. ¿Esta situación es a favor de la mujer? url",0,0,0,1,0,0
720,Jueguen pinches jotos que para ser campeón le tienes que ganar a todos,0,1,0,0,0,0
721,@Dbacks ESTAN PARA LLORAR LES DEBERÍA DAR VERGÜENZA BARRIDOS POR LOS @Nationals si no tienen ganas de jugar dedíquense a otra cosa juegan como unas mariquitas 🤬🐀🤮,0,1,0,0,0,0
722,@PatsTapia ?utooooooo!!!! Matarile al maricon!!!,0,1,0,0,0,0
723,"Cabron de nombre Raro diciendo ser mi camarada y haciendo pendejadas al Actual Galan de una Ex Mutua
Puto, RÍFATE SOLO PUÑAL
NI TE CONOZCO 😡",0,1,0,0,0,0
724,@papadebruno Cómo la de Gabriel joto o la de impresionanti ...,0,1,0,0,0,0
725,P.D Puto el que lo lea . . . url,0,1,0,0,0,0
726,@MaricelaArnaiz @_Bisou_Caramel_ No soy puñal.,0,1,0,0,0,0
727,@JavierAquino7 chinga tu madre puto,0,1,0,0,0,0
728,¿Desde cuándo los jugadores de fut se volvieron tan homosexuales? url,0,1,0,0,0,0
729,@lupillesco @Milenio Sólo quiere llamar la atención el joto,0,1,0,0,0,0
730,@OficialFrenaaa en vez de sumar dividen al país de un pendejo como su líder esquizofrénico y puto por k anda con sus pinches guaruras pero el día que te vea te parto tu madre cabrón y búscame tu solito puto,0,1,0,0,0,0
731,Creí que era Anahí pero sólo resultó ser un trans. url,0,0,0,1,0,0
732,@normareyessolis los dos Jotazos ojalá fueran homosexuales pero son maricas con poder y de closet secreto a voces!,0,1,0,0,0,0
733,"@Stevenneira La triste retórica de las personas homosexuales victimizándose. Como bien dice Steven, ni son de otra especie ni se les ha negado nunca algún derecho. Pero se quieren adjudicar pseudoderechos en contra del bien y sentido común.",0,1,0,0,0,0
734,@GilGarza11 te vez bien joto como siempre jajajaja!,0,1,0,0,0,0
735,"JAJAJAJA QUE MARICÓN 

EStE WEY SE LA VIVE TIRÁNDOLE A MIS TIGRES Y LE VA AL QUERÉTARO 😂😂😂😂😂😂 url",0,1,0,0,0,0
736,"@AgentNa1 @BaksLive @OsNoCa @SimnTolomeo2 @DonPorfifirio Ay si, ¿Cómo ven? Che llorón bolonero, jamás ando pidiendo chichi, maricón.",0,1,0,0,0,0
737,"@vikh666 estuvo (se escuchará medio joto, pero es la verdad) re bien bonito.",0,1,0,0,0,0
738,"@Kali_ta Que renuncie este estupido presidente antiPorfirista, y que renuncien todos los del senado de la Republica por permitir que  los maricas y lesbianas, y transexuales sean respetados. DEBEN SER FUSILADOS.",1,1,0,1,0,0
739,jaja che maricón ntpsdv url,0,1,0,0,0,0
740,No es posible que un #gay no se sepa las #canciones de @GloriaTrevi !!!!! 🙄,0,1,0,0,0,0
741,@RicardoBSalinas Ese gilberto lozano es el clásico PUTO reprimido que como no lo atienden se pone de neuras será que esta en la andropausia?? Tan viejo joto y chillón jajaja,0,1,0,0,0,0
742,"Y ese JAVIER a la torre que? Si ni siquiera sabe si es hombre o que? Experto en mentiras y edición de noticias, deberían de vetarlo hasta del mundo de los homosexuales. Mariquita sin calzones url",0,1,0,0,0,0
743,Aquí de puto escuchando: si yo fuera un chico.,0,1,0,0,0,0
744,"—Profe ¿Qué es la homofobia?
—Cállese maricón. 
—Oiga profe, respete a mi compañero
—Uy, llegó su novio a defenderlo. BESO!! BESO!! BESO!!",0,1,0,0,0,0
745,"Esta mujer que parece travesti, solo opina y despedaza a los demás, y se dedica a menospreciar al prójimo es tóxica y nefasta #QueAlguienSeLaLleveAVivirATubalú",0,0,0,1,0,0
746,"@cardonamex @antonio78391259 Los insultos no son por  informar, son por mal informar, para desprestigiar,  andan pregonando de lo que carecen el que se lleva aguanta y no anda de cobarde ni de chillón cómo marica de ropero viejo No que muy sácale punta hipócrita..",0,1,0,0,0,0
747,"Espero que aguante por lo menos 15 dias, y que no salga con que  lo suplanta el primo de un amigo, o el jotito alzarraki, loretito, o url, amen brozo,  o  jorge ramos, ciro, o url ver si levantan audiencia con  rifas de url url",0,1,0,0,0,0
748,"@prispalomares ¿Ha intentado apagar, y luego volver a encender a su lesbiana?

url",1,0,0,0,0,0
749,@_kareen_21 Parece joto JAJAJAJAJA,0,1,0,0,0,0
750,1000000 de veces #ChingeSuMadreElAmerica eh dicho putos maricones,0,1,0,0,0,0
751,"Las famosas ""lesbianas"" no llegan a ser del todo homosexuales. Siempre querrán tener algo url Just saying. ¯\_(ツ)_/¯",1,0,0,0,0,0
752,@callodehacha @berthisbonita Se me hace que eres puñal,0,1,0,0,0,0
753,Oye @CristhianFabre no seras Drag Queen de closet? #espregunta #seserio aunque #loquesevenosepregunta,0,0,0,0,1,0
754,"Vamos Dinamarca, ya empieza la marica de CR7 a ser caras que no hace gol jajajajajajajajaja :) al carajo portugueses",0,1,0,0,0,0
755,"100% de los hombres: ""eh we. Eres bien marihuano verdad cabron, te vez bien pinche lil pump""
75% de las mujeres: ""hay te vez super lindo, y niño bueno""
15% de las mujeres: ""vi güerito de ojo de color y dije 'ha de ser bien pinche puto' ""

Siempre, SIEMPRE",0,1,0,0,0,0
756,Porque el marica no lloró igual o peor cuando el Farca lo eliminó el año pasado??? @VozMadridista url,0,1,0,0,0,0
757,@43Danielsh sin ser joto,0,1,0,0,0,0
758,Hay demasiados homosexuales hoy en dia :o,1,1,0,0,0,0
759,"@Cabron_Bisexual Vamos a jugar un poco quien se anota, feliz sábado a todos quien llenará este vacío en mi url url",0,0,0,0,1,0
760,"Glee, Britney Spears, MDNA de fondo musical?? Qué homosexuales jaja (at @WalmartMexico) url",0,1,0,0,0,0
761,"Porque van a trabajar a una oficina con una cangurera? Aparte de verse maricones van a hacer ejercicio?
No mamen pinches nacos",0,1,0,0,0,0
762,Hey joto estoy aquí afuera de tu privada @cesarvc94,0,1,0,0,0,0
763,Pinche maricon,0,1,0,0,0,0
764,Maricon  @puliidooo url,0,1,0,0,0,0
765,Pues yo si he visto cantantes reggetoneros putos. url,0,1,0,0,0,0
766,"@jrisco Poco priista llora cuando lo agarran, los de los otros partidos parecen mariquitas, se dicen perseguidos politicos y niegan sus corruptelas.",0,1,0,0,0,0
767,@Oswaltol1 Eres Joto verdad?,0,1,0,0,0,0
768,@jesusEsc11 Callate joto,0,1,0,0,0,0
769,@Sigfridoma @dan_sfn Ya ves!!!!! No dejas de ser el gordito sentimental de la@línea ofensiva jajaja QUE GAY!!!!!,0,1,0,0,0,0
770,"Por QUÉ NO LE DICEN A ESTA LESBIANA QUE CALLADA SE VERIA MEJOR NADIE LE PIDIO SU PERRA OPINION Y ANTES DE HABLAR QUE SE LAVE EL HOCICO CON AGUA BENDITA LA SEÑORA VERÓNICA CASTRO ES UNA GRAN DAMA Y UNA GRAN MUJER .
SE TENÍA QUE DECIR Y LO DIJE url",1,0,0,0,0,0
771,"Vato marica metiendose con una url
#LordCafe 

A ver si la raza saca quien es. url",0,1,0,0,0,0
772,"No sean maricas, cuando ustedes redactan spoilers o los comparten si les da mucha risa. Ahora todos quieren llorar por spoilers de Star Wars",0,1,0,0,0,0
773,Ese puto disco 👊 url,0,1,0,0,0,0
774,@MenfisGamer niño marica ven y chupame el pito y por si no sabes hay dentistas :v los yolotrolls son cabrones y te cierran el canal !!PUTO!!,0,1,0,0,0,0
775,@joseimagallanes El joto Magallanes 🗣️🗣️,0,1,0,0,0,0
776,Pinche joto chismoso,0,1,0,0,0,0
777,Puto el que lo lea :v,0,1,0,0,0,0
778,"Muy buenos y triunfadores de clásicos y excelente inicio de semana tengan todos ustedes, menos a los que se quejan a DDHH, a esos no por maricas y LyLurl",0,1,0,0,0,0
779,@Matador08640286 @carwega Jajaja todo un mayate papi dile a tu presidentito jajaja los de la marina parecen mayates bueno son,0,1,0,0,0,0
780,@comsatori La transexual de la @marcelaluqu ayer se estaba llevando gacho. No aguantó la carrilla y me bloqueó... PANAZIS de piel delgada.,0,0,0,1,0,0
781,ME URGE DECIRLE A UNA MUJER TRANS QUE ES HOMBRE Y QUE SU PRÓSTATA url,0,0,0,1,0,0
782,Oye @Vahoooz ayudame a hacerle llegar esto al joto ese de @MattMiazga3 url,0,1,0,0,0,0
783,@odiomistweets ya ven joto,0,1,0,0,0,0
784,"Típico no le contestas un DM y dejan de seguirte, que mariquita ✊",0,1,0,0,0,0
785,Respondiendo a la pregunta: solo deja de sacarte la ceja y de hacer duckface pinche marica de mierda. url,0,1,0,0,0,0
786,Que estará haciendo la machorrita  @felip87,1,0,0,0,0,0
787,Ser valiente ponga #Foto y no Sea #Maricon  yo tengo mi foto @MarceTyS aunque también algo tapada pero me pongo con ud 🐜 url,0,1,0,0,0,0
788,"@lalo_looney Ps harto chisme con la lechugona esa, que ya sacó el cobre y q pura mamada eso d q era chida",1,0,0,0,0,0
789,"A poco se acabaron las prostitutas y maricones en televisa,que tienen que sacar esta mamada otra vez? #BigBrother",0,1,0,0,0,0
790,@paconunezz -Dijo el joto,0,1,0,0,0,0
791,@moruzhalee es que tu sabes que ha esta hora se me sale lo marica xD y no finjas que tu tambien me dices cosas lindas /.* [que weca x) ],0,1,0,0,0,0
792,"En época de Hitler no se decía ""eres gay"" y, sí ""eres un joto"" al campo de concentración @UndiaParticular @EdithGonzalezMx @dgomezcasanova url",0,1,0,0,0,0
793,@Eneberreache @carlosmaguey pos por marica,0,1,0,0,0,0
794,Comprar ropa de mujer aunque parezca de hombre te hace gay? Sean serios,0,1,0,0,0,0
795,"Primero agarro e idiotizó a los jotos, ahora va con las feministas. Esta hija de puta será una delincuente pero saber llegar al mercado. url",0,1,0,0,0,0
796,@jportti @Unchicomas13 @laurabozzo jaja que maricon!,0,1,0,0,0,0
797,Ya cualquier puñetas crítica a lo pendejo y a la hora de responder url Pinches jotos,0,1,0,0,0,0
798,Esto está más montado que el pitó de una drag url,0,0,0,1,0,0
799,@NachoRgz @ChumelTorres @LuisitoComunica Son puñales y se pintan las uñas. Para no decir que les tienen miedo a los verdaderos informadores.,0,1,0,0,0,0
800,no justin porqueeeee!! porque te me hiciste gay tu tambien :(,0,1,0,0,0,0
801,"-MAMÁ!! Y ESA PLAYERA CON GANSOS ROSAS QUE!? 
-Es la que me pediste
- TE DIJE: GUNS AND ROSES! GUNS AND ROSES! 
-PONTE LA PLAYERA JOTITO
-Ay",0,1,0,0,0,0
802,"@Nass_Nass_Nass Depende. Si lo piensas un hombre en falda es igual de travesti cualquier mujer en pantalones y de esas sobran.
PERO, que un hombre se ponga falda y tacones para ir a trabajar (como una mujer pantalones) puede ser causal de despido.

Pero si, mucha gente está ok con los travestis.",0,0,0,1,1,0
803,"@peperuiloba ¿Por qué lo dices? Van a Chápala, comen lonches Gemma y hay gay closeteros.",0,1,0,0,0,0
804,@Danielcp08 No llore joto jaja,0,1,0,0,0,0
805,"@L_Hirieo Otro
-  feministas tradicionales: ""la imagen de la mujer es cosificada para el hombre""... mujeres trans: ""quiero ser re sexy (cirugías mil)""",0,0,0,1,0,0
806,@Lunaazulada_ Será a los jotitos.??ellos prefieren las banderillas.🤣🤣🤣🤣,0,1,0,0,0,0
807,"@OopsSo_Zorry Si vas a ser el tiiiipico cobarde que comenta y no da opción de relply pa que order el tiempo!!
Que jotito saliste, y evidentemente no me refiero a tu sexualidad!",0,1,0,0,0,0
808,Hay algún jugador más puto y maricon que Gago???? @MatiDiGia,0,1,0,0,0,0
809,"Y el gay de la voz México tenía que ser jarocho, aquí se pega eso como la gripa y el que no es gay es mayate, claro habemos excepciones 💁💁",0,1,0,0,0,0
810,Me enamoré de una url 🎶❤,0,0,0,0,1,0
811,Quien no entiende el sarcasmo cuando le toca es marica,0,1,0,0,0,0
812,"Ya mejor me duermo, no vaya a ser que se me incentive el instinto suicida/darks/marica.",0,1,0,0,0,0
813,@julio_t9 @CARandDRIVER @Hennessey_Perf que marica,0,1,0,0,0,0
814,"Vamos pecho frío, no alcanzan las palabras, donde está la grandeza que presumes como hinchada? @Rayados vergüenza Nacional maricones!",0,1,0,0,0,0
815,"Felicidades a todos los jotos que si bien no son madres, han cargado con los chavitos de otro 😘",0,1,0,0,0,0
816,"Prefiero un temeroso. Que un machuchon, gañán, cuello blanco, travesti (sin ofender) de url url",0,0,0,1,1,0
817,@elmorfeus por eso luego salen jotos y travestís los chamacos!!,0,1,0,1,0,0
818,Como me ultra cagan las comadres (chavo gay y amiga gorda) que vienen al gym a hacerse PENDEJAS!!!!!! nadamas ocupan aparatos y pesas a lo estúpido porque nisiquiera hacen bien el ejercicio y se la pasan hable y hable. Y se ponen solitos sus ejercicios hdsptm,0,1,0,0,0,0
819,@REFORMACOM maricon de mierda!!! @EPN,0,1,0,0,0,0
820,"@papaya_rockera eres un puñal, Papayita.",0,1,0,0,0,0
821,@migangelgarzam Así es de joto.,0,1,0,0,0,0
822,@AlbertooCervera jjajajaja homosexual,0,1,0,0,0,0
823,@ugesaurus ¡CLARO! SE HACEN MUJERES TRANS PARA GANAR EN LAS OLIMPIADAS.,0,0,0,1,0,0
824,Malditos changos panameños hijos de puta ya andan de maricones!,0,1,0,0,0,0
825,@Gay_bulge Hermosa!,0,0,0,0,1,0
826,@Ayrton_Victorio A huevo mi puto!!! 😂😂😂,0,1,0,0,0,0
827,Cc peleaban con Rugal y ponían a Roberto Carlos de delantero así o más putito el chamaco.,0,1,0,0,0,0
828,Saquen a ese marica y que salga @qotsa,0,1,0,0,0,0
829,@MalignaBambola nonpues que esta ciego o que que una chica sexi te habiente el can .pues de plano es gay o algo le pasa y que mal por ti,0,1,0,0,0,0
830,"Psst, solo les quiero spoilerear la platica que estoy organizando (idea de @shaflores) para #CPMX7: Ciencia Trans. url",0,0,0,0,1,0
831,"noche de sushi, es lo mas gay",0,1,0,0,0,0
832,"@CriSzis @TheNifel @marcelamerino @FrenteOrgulloMX @adrianodanz @CoalicionLGBTTI @NoticiasLGBT @tagletaigaro @luisperelmanmx @jrisco @JohnMAckerman @CiroGomezL @Movilh @jenarovillamil Si. Hueva. Da la misma que una jota sea un puto o una pasiva. ¿Para que diferenciar entre oso, activa y twink? Pinches categorías innecesarias de maricones y afeminados. Todo es lo mismo que “Gay”.",0,1,0,0,0,0
833,@edaliqilinda Tampoco los hombres nadie se los kita así como las mujeres se hacen url cabron ya me url no cierto url hombres x pendejos k url pendejo k joto,0,1,0,0,0,0
834,@ramidrink83 Al menos no es pa jotos amigo,0,1,0,0,0,0
835,@Edgar_Puente_ te vas ir a comer  con @SancadillaNorte ? Jajajaja che joto,0,1,0,0,0,0
836,@ChaloLeite ahora pinchi joto gracias,0,1,0,0,0,0
837,Como son bien maricas y se duermen temprano. 😔,0,1,0,0,0,0
838,"Que muy machin no?
Ah muy machin no?
Marica nena, mas bien putin no?
Que muy machin no?
Ah muy machin no?
Marica nena, mas bien putin no?
Que muy machin no?
Ah muy machin no?
Marica nena, mas bien putin no?
Que muy machin no?
Ah muy machin no? url",0,1,0,0,0,0
839,Para qué ser una jotita discreta si puedes ser hetero-moderna.,0,1,0,0,0,0
840,@LaloUrbanoM Lo van a ensartar diario. Mario Doblado es puñal.,0,1,0,0,0,0
841,@caderas_blancas @FerLeon_Mx @callodehacha @lopezobrador_ Mira nomás! Y el hombre trans tiene escroto? Digo aprovechando el comentario,0,0,0,1,0,0
842,@LuizPatron16 @mediotiempo @GarciaPosti @yosoy8a no seas maricon @luizpatron16 que tiene que ver lo demas pinche piojito,0,1,0,0,0,0
843,"No  se conforman con ser jotas, tienen que ser feas y, encima de todo, hablar como niñas.

¡VER-GA!",0,1,0,0,0,0
844,¿Descansaron al joto asqueroso de Alex Kaffie para que @LuciaMendezP estuviera en @programa_hoy ? 😂😂😂😂,0,1,0,0,0,0
845,👏👏👏👏👏👏👏👏 pinche joto,0,1,0,0,0,0
846,"@acelerinoDJ bloody mary?!! pide una cerveza eso esta muy de tremendo marica ,considero",0,1,0,0,0,0
847,Donde estarán esos tres chivas maricones que creyeron que por una imagen de pulido me iba a emputar?,0,1,0,0,0,0
848,@Luis_AcaShore jajaja! Cállate que eres el menos indicado en hablar!!pero ya veo que eres un maricon que le encanta pelar con viejas,0,1,0,0,0,0
849,@CarlosLoret par de maricones,0,1,0,0,0,0
850,@xevtfm si puro joto andaba chupando caña,0,1,0,0,0,0
851,"@sergiolzslp @merry_barrales ahi vas de joto a ponerte aretes y pulseras, no te digo, si nomas buscas oportunidad jajaja",0,1,0,0,0,0
852,Seré Breve: Pinches americanistas maricas.,0,1,0,0,0,0
853,Ay no! que horror con ese joto invitado y su papa atorada en la boca iughh url,0,1,0,0,0,0
854,@AlvaroMaysse Álvaro bot CTPM puñal inventado,0,1,0,0,0,0
855,Sabes que un hombre es gay cuando pone un playlist de Rocío Dúrcal.,0,1,0,0,0,0
856,"O sea si, pero es que si ahora son bien putos url",0,1,0,0,0,0
857,@Fer_Gay Tienes más entradas que la defensa del América (la cuando se empiece a quedar pelón),0,0,0,0,1,0
858,"Solo paso a decir que muchos de estos países vivieron (y viven) bajo una fuerte influencia socialista y de “izquierda”. 

Así que cuando viene un joto a decir que la “derecha” le quita sus derechos reír es inevitable. url",0,1,0,0,0,0
859,"@Gamborimbo76 @ElPincheJuan4 @GorillaMan06 @cero3801 @SoloPHombres @cexychics @BootyAndMuscles @TittyFucker411 @GeorgeLb66 @alonesantanagar @IsabellaSlut20 @burdubai12 @alexexpress24 @toganuncio @pepe100369 @DivX3 @maskarita4 @saulin10801 @pelon_73 @ElChicarcas6 @bootyisyummy @luisramor1 @Starkiller_36 @tranquilman @lee_ecclestone @oldenchild @DatAssNTittiez @DatAzzPhatAF @AdultModels2018 @Booty_Cartel @xculonas @GymBooty @netocardona @assplosive @manuel70m @Bumblebee_ZD @MmamaceandoO @quehembritas @BrutuslWallie @countryclub3000 @Pillus_75 @RAFAELMEDINAG @rudorivera 👍 Asi es! Nomas que no sean de caballero o de niñas y estamos bien, por que seremos medio pervertidos, pero, ni pedofilos, ni raritos! Y vengan mas culos de viejas buenisimas, no importa, colos, tamaño, ni preferencias politicas, religiosas o futbolisticas!",0,0,0,0,1,0
860,@juanenriquez_94 Mándalo joto!!!,0,1,0,0,0,0
861,¿Tus papás saben que juegas a la bisexual en internet?,0,0,1,0,0,0
862,"@ShinuheGarcia @HalconNegroJR @ronogueron @Televisa Ridula tú pinche india fea. 
Jota ladina. url",0,1,0,0,0,0
863,"@elchiringuitotv Teatreo es poco! Payaso, marica, piscinero de mierda!",0,1,0,0,0,0
864,@aIex_doe @pinchebigjuan @TigresOficial @TheHomeDepotMx @dulcegmontoya Jajaja que joto!,0,1,0,0,0,0
865,EN DIRECTO en #Periscope: PUTO el que no diga Buenos Días url,0,1,0,0,0,0
866,"@_LASNOTICIASMTY @Katerin Cavazos y el @jotoprieto Qué te puede decir este pendejo que viene 3 a 4 veces a Monterrey , engrandecido a jotos pendejos url",0,1,0,0,0,0
867,"🇪🇸Soy homosexual
🇺🇸 I’m gay
🇮🇹 Sono omosessuale
🇫🇷 Je suis gay
🇩🇪 Ich bin homosexuell
🇸🇦 أنا مثلي
🇲🇽 Vamos, vamos América, que está noche tenemos que url",0,1,0,0,0,0
868,@PepeMontalvo @cometa_ es un puñal.,0,1,0,0,0,0
869,"@elpadrejesus_ No entiendo x que si dios hizo hombre mujer, ahora dan tanta publicidad a lod gays es un mal ejemplo a los ninos se me hace una degeneracion el que nace asi se acepta, pero ahora todos son que triste",0,1,0,0,0,0
870,Pepe es joto✊,0,1,0,0,0,0
871,"—Papá ¿A qué hijo quieres más?

—Son mis hijos, a los dos los quiero por igual.

—Pero somos tres.

—Sí, pero el maricón no cuenta.",0,1,0,0,0,0
872,"Amigos que te dejan en la peda, no son amigos, y de una ves chinguen a su madre, pinches putos.",0,1,0,0,0,0
873,@Ricardo_Jaar El mariconcito de Emilio atacó con alevosía y ventaja! Como buen joto!,0,1,0,0,0,0
874,"De repente me encuentro con fotos de exnovios luciendo súper afeminados, quiero que alguien me diga que no es mi url por favor",0,1,0,0,0,0
875,"Mariquita, mariquita como Radio siempre iioras.",0,1,0,0,0,0
876,Me tienes envidia maricón!!,0,1,0,0,0,0
877,@alexduartte ta bueno joto despues lo veo,0,1,0,0,0,0
878,@silver_rwolf @CarlosQ04929914 @jjsc30 No le hagas caso a esos gays reprimidos amistad mientras yo sepa ke es mayor de edad basta y tengo pruebas además nadie le pidió ke viera mis fotos. Mejor ke se ponga a trabajar viejo senil solo roba el oxígeno a los demás 😂,0,1,0,0,0,0
879,@Foro_TV Y más si los priistas devuelven todo lo que se robaron empezando por la rata mayor epn y el joto de Mancera,0,1,0,0,0,0
880,"@lord_inario No tiene, es puñal",0,1,0,0,0,0
881,"DiCaprio le va a ganar al puto que de hizo la jarocha, #rumboaloscar",0,1,0,0,0,0
882,Me he vuelto muy marica con las películas de amor. Me odio.,0,1,0,0,0,0
883,Jajajajaja me voy enterando que la alcoholica closetera me acaba de decir “BORRACHO” y que le tiraba la onda a los ejecutivos de @ImagenTVMex 😂😂😂😂 anda ardida esa mujer!!,1,0,0,0,0,0
884,Amiguitos tenga los huevos para decirles no y ponerle alto a su amiguitas nalgas prontas.Para que después no andén de maricones llorando!,0,1,0,0,0,0
885,"@Luzkabrona no sabía que eras lesbiana aunque sí tienes como tipo de machete, pero me sorprende que te encueres😷😷",1,0,0,0,0,0
886,@Cruzhdz_Sergio @FelipeCalderon @MexLibre_ Chinga tu madre! Puto marica ni foto tienes! Cuando ofendas mínimo da la cara. Pocos huevos!,0,1,0,0,0,0
887,@_MiguelJasso @Abril_luna2 Ni t metiste joto,0,1,0,0,0,0
888,Haciéndosela de pedo a jotos useless,0,1,0,0,0,0
889,@LegalmentePerra @Dashoboy OSEA ESO QUE SON DOS MARICONES MEJOR HM,0,1,0,0,0,0
890,"@sergiotbh Yo no estoy en contra de los homosexuales, es más, tengo amigos. Mientras se queden ahí, con sus actividades ""peculiares"" y no se quieran casar o peor aun adoptar a niños inocentes, yo seguiré apoyando.",0,1,0,0,0,0
891,@veneroluis68 Jajjaajaja che joto,0,1,0,0,0,0
892,"Ser un maniaco depresivo no es tarea fácil, hay quien piensa que se trata solo de andar chillando con películas de perritos perdidos y la verdad va mas allá de ser un gordo marica.",0,1,0,0,0,0
893,"@IanEmanuel92 Alv wey, que maricon te estás volviendo. 🤦‍♂️🤦‍♂️",0,1,0,0,0,0
894,@WeritaAraiza No me veo con unos pantalones atigresados!! Que jotos jajajaja,0,1,0,0,0,0
895,"Acá ando prr0z, y joto el que diga ""Me traes tequila""",0,1,0,0,0,0
896,"@JesusLopcorCSL @ElCarlosRdz @RamonUz11 Falta y quieras a la gilbertona wey, inche maricon jajajajajaja url",0,1,0,0,0,0
897,"Intensamente y Creed, todo lo demás está de hueva, pretencioso y gay te odio puta chica danesa",0,1,0,1,0,0
898,"""Dan asco las lesbianas xD"" -@MarijoPolanco",1,0,0,0,0,0
899,"@goliveros Qué pena @goliveros, de verdad qué pena no cumplir con el estereotipo del hombre homosexual elegebetero, ideologizado,  unicornio, transgenerizado quedabien, que pide perdón por ser hombre, con el que tanto empatizas, pero como dice la canción, ""no soy monedita de oro"".",0,1,0,1,0,0
900,@Dr_Sombrerudo @Yoshertramos Jajajajajaja y porque un nombre de travesti??? yoshert ya lo tenía tampoco cuenta,0,0,0,1,0,0
901,@hectorghs @BullyingFutbol pinches jotos.,0,1,0,0,0,0
902,RT @angelgcm: Malo que fuera joto jJajajajajajaja 😂👌 url &lt; Que triste. Que fuerte ver a un chiquito hablar así. :(,0,1,0,0,0,0
903,@MichMich92 @Tusico Siempre es sabido que siempre se burlaban de Renata hasta que ella en un antro le aventó una cheve a José y estos la quemaron en las redes por naca y salvaje. Ella solo se defendió del bullying que ese joto le hacía.,0,1,0,0,0,0
904,"Nosotros los rockeros: pinches BTS son bien puros. 

Nosotros los rockeros tambien: calmateeee cabron, Freddy Mercury no era url Era su Putisima majestad.",0,1,0,0,0,0
905,PUTOS TODOOOOS,0,1,0,0,0,0
906,Esta el joto que siempre se me queda viendo 🤦🏻‍♂️,0,1,0,0,0,0
907,"Hoy Gana Mi Monterrey al Liverpool y con la Buena Vibra De estos mayates en Monterrey, Nuevo Leon, Mexico url",0,1,0,0,0,0
